192.168.106.1	no
192.168.106.2	no
192.168.106.3	no
192.168.106.4	no
192.168.106.5	no
192.168.106.6	no
192.168.106.7	no
192.168.106.8	no
192.168.106.9	no
192.168.106.10	no
192.168.106.11	no
192.168.106.12	no
192.168.106.13	no
192.168.106.14	no
192.168.106.15	no
192.168.106.16	no
192.168.106.17	no
192.168.106.18	no
192.168.106.19	ok
192.168.106.20	ok
192.168.106.21	ok
192.168.106.22	no
192.168.106.23	no
192.168.106.24	no
192.168.106.25	ok
192.168.106.26	no
192.168.106.27	ok
192.168.106.28	no
192.168.106.29	no
192.168.106.30	no
192.168.106.31	no
192.168.106.32	no
192.168.106.33	no
192.168.106.34	no
192.168.106.35	no
192.168.106.36	no
192.168.106.37	no
192.168.106.38	ok
192.168.106.39	no
192.168.106.40	no
192.168.106.41	no
192.168.106.42	no
192.168.106.43	no
192.168.106.44	ok
192.168.106.45	ok
192.168.106.46	no
192.168.106.47	no
192.168.106.48	no
192.168.106.49	no
192.168.106.50	no
192.168.106.51	no
192.168.106.52	ok
192.168.106.53	no
192.168.106.54	ok
192.168.106.55	no
192.168.106.56	no
192.168.106.57	no
192.168.106.58	no
192.168.106.59	no
192.168.106.60	no
192.168.106.61	ok
192.168.106.62	no
192.168.106.63	no
192.168.106.64	no
192.168.106.65	ok
192.168.106.66	no
192.168.106.67	no
192.168.106.68	no
192.168.106.69	no
192.168.106.70	no
192.168.106.71	no
192.168.106.72	no
192.168.106.73	no
192.168.106.74	ok
192.168.106.75	no
192.168.106.76	no
192.168.106.77	no
192.168.106.78	no
192.168.106.79	ok
192.168.106.80	ok
192.168.106.81	no
192.168.106.82	ok
192.168.106.83	no
192.168.106.84	ok
192.168.106.85	ok
192.168.106.86	ok
192.168.106.87	ok
192.168.106.88	no
192.168.106.89	no
192.168.106.90	no
192.168.106.91	no
192.168.106.92	ok
192.168.106.93	ok
192.168.106.94	no
192.168.106.95	no
192.168.106.96	no
192.168.106.97	no
192.168.106.98	no
192.168.106.99	no
192.168.106.100	no
192.168.106.101	ok
192.168.106.102	no
192.168.106.103	no
192.168.106.104	ok
192.168.106.105	no
192.168.106.106	ok
192.168.106.107	no
192.168.106.108	no
192.168.106.109	no
192.168.106.110	ok
192.168.106.111	no
192.168.106.112	ok
192.168.106.113	ok
192.168.106.114	no
192.168.106.115	no
192.168.106.116	no
192.168.106.117	no
192.168.106.118	no
192.168.106.119	no
192.168.106.120	no
192.168.106.121	no
192.168.106.122	no
192.168.106.123	no
192.168.106.124	ok
192.168.106.125	no
192.168.106.126	no
192.168.106.127	ok
192.168.106.128	no
192.168.106.129	no
192.168.106.130	no
192.168.106.131	no
192.168.106.132	no
192.168.106.133	no
192.168.106.134	no
192.168.106.135	ok
192.168.106.136	ok
192.168.106.137	ok
192.168.106.138	no
192.168.106.139	no
192.168.106.140	no
192.168.106.141	no
192.168.106.142	no
192.168.106.143	no
192.168.106.144	no
192.168.106.145	no
192.168.106.146	no
192.168.106.147	no
192.168.106.148	no
192.168.106.149	no
192.168.106.150	ok
192.168.106.151	no
192.168.106.152	no
192.168.106.153	no
192.168.106.154	no
192.168.106.155	no
192.168.106.156	no
192.168.106.157	no
192.168.106.158	ok
192.168.106.159	no
192.168.106.160	no
192.168.106.161	no
192.168.106.162	no
192.168.106.163	no
192.168.106.164	no
192.168.106.165	no
192.168.106.166	no
192.168.106.167	no
192.168.106.168	no
192.168.106.169	ok
192.168.106.170	no
192.168.106.171	no
192.168.106.172	no
192.168.106.173	no
192.168.106.174	no
192.168.106.175	no
192.168.106.176	no
192.168.106.177	ok
192.168.106.178	no
192.168.106.179	no
192.168.106.180	no
192.168.106.181	no
192.168.106.182	no
192.168.106.183	no
192.168.106.184	no
192.168.106.185	no
192.168.106.186	no
192.168.106.187	no
192.168.106.188	no
192.168.106.189	no
192.168.106.190	no
192.168.106.191	no
192.168.106.192	no
192.168.106.193	no
192.168.106.194	no
192.168.106.195	no
192.168.106.196	no
192.168.106.197	no
192.168.106.198	no
192.168.106.199	no
192.168.106.200	no
192.168.106.201	no
192.168.106.202	no
192.168.106.203	no
192.168.106.204	no
192.168.106.205	no
192.168.106.206	no
192.168.106.207	no
192.168.106.208	no
192.168.106.209	no
192.168.106.210	no
192.168.106.211	no
192.168.106.212	no
192.168.106.213	no
192.168.106.214	no
192.168.106.215	no
192.168.106.216	no
192.168.106.217	no
192.168.106.218	no
192.168.106.219	no
192.168.106.220	no
192.168.106.221	no
192.168.106.222	no
192.168.106.223	no
192.168.106.224	no
192.168.106.225	no
192.168.106.226	no
192.168.106.227	no
192.168.106.228	no
192.168.106.229	no
192.168.106.230	no
192.168.106.231	no
192.168.106.232	no
192.168.106.233	no
192.168.106.234	no
192.168.106.235	no
192.168.106.236	no
192.168.106.237	no
192.168.106.238	no
192.168.106.239	no
192.168.106.240	no
192.168.106.241	no
192.168.106.242	no
192.168.106.243	no
192.168.106.244	no
192.168.106.245	no
192.168.106.246	no
192.168.106.247	no
192.168.106.248	no
192.168.106.249	no
192.168.106.250	no
192.168.106.251	no
192.168.106.252	no
192.168.106.253	no
192.168.106.254	no
192.168.107.1	no
192.168.107.2	no
192.168.107.3	no
192.168.107.4	no
192.168.107.5	no
192.168.107.6	no
192.168.107.7	no
192.168.107.8	no
192.168.107.9	no
192.168.107.10	no
192.168.107.11	no
192.168.107.12	no
192.168.107.13	no
192.168.107.14	no
192.168.107.15	no
192.168.107.16	no
192.168.107.17	no
192.168.107.18	no
192.168.107.19	no
192.168.107.20	no
192.168.107.21	no
192.168.107.22	no
192.168.107.23	no
192.168.107.24	no
192.168.107.25	no
192.168.107.26	no
192.168.107.27	no
192.168.107.28	no
192.168.107.29	no
192.168.107.30	no
192.168.107.31	no
192.168.107.32	no
192.168.107.33	no
192.168.107.34	no
192.168.107.35	no
192.168.107.36	no
192.168.107.37	no
192.168.107.38	no
192.168.107.39	no
192.168.107.40	no
192.168.107.41	no
192.168.107.42	no
192.168.107.43	no
192.168.107.44	no
192.168.107.45	no
192.168.107.46	no
192.168.107.47	no
192.168.107.48	no
192.168.107.49	no
192.168.107.50	no
192.168.107.51	no
192.168.107.52	no
192.168.107.53	no
192.168.107.54	no
192.168.107.55	no
192.168.107.56	no
192.168.107.57	no
192.168.107.58	no
192.168.107.59	no
192.168.107.60	no
192.168.107.61	no
192.168.107.62	no
192.168.107.63	no
192.168.107.64	no
192.168.107.65	no
192.168.107.66	no
192.168.107.67	no
192.168.107.68	no
192.168.107.69	no
192.168.107.70	no
192.168.107.71	no
192.168.107.72	no
192.168.107.73	no
192.168.107.74	no
192.168.107.75	no
192.168.107.76	no
192.168.107.77	no
192.168.107.78	no
192.168.107.79	no
192.168.107.80	no
192.168.107.81	no
192.168.107.82	no
192.168.107.83	no
192.168.107.84	no
192.168.107.85	no
192.168.107.86	no
192.168.107.87	no
192.168.107.88	no
192.168.107.89	no
192.168.107.90	no
192.168.107.91	no
192.168.107.92	no
192.168.107.93	no
192.168.107.94	no
192.168.107.95	no
192.168.107.96	no
192.168.107.97	no
192.168.107.98	no
192.168.107.99	no
192.168.107.100	no
192.168.107.101	no
192.168.107.102	no
192.168.107.103	no
192.168.107.104	no
192.168.107.105	no
192.168.107.106	no
192.168.107.107	no
192.168.107.108	no
192.168.107.109	no
192.168.107.110	no
192.168.107.111	no
192.168.107.112	no
192.168.107.113	no
192.168.107.114	no
192.168.107.115	no
192.168.107.116	no
192.168.107.117	no
192.168.107.118	no
192.168.107.119	no
192.168.107.120	no
192.168.107.121	no
192.168.107.122	no
192.168.107.123	no
192.168.107.124	no
192.168.107.125	no
192.168.107.126	no
192.168.107.127	no
192.168.107.128	no
192.168.107.129	no
192.168.107.130	no
192.168.107.131	no
192.168.107.132	no
192.168.107.133	no
192.168.107.134	no
192.168.107.135	no
192.168.107.136	no
192.168.107.137	no
192.168.107.138	no
192.168.107.139	no
192.168.107.140	no
192.168.107.141	no
192.168.107.142	no
192.168.107.143	no
192.168.107.144	no
192.168.107.145	no
192.168.107.146	no
192.168.107.147	no
192.168.107.148	no
192.168.107.149	no
192.168.107.150	no
192.168.107.151	no
192.168.107.152	no
192.168.107.153	no
192.168.107.154	no
192.168.107.155	no
192.168.107.156	no
192.168.107.157	no
192.168.107.158	no
192.168.107.159	no
192.168.107.160	no
192.168.107.161	no
192.168.107.162	no
192.168.107.163	no
192.168.107.164	no
192.168.107.165	no
192.168.107.166	no
192.168.107.167	no
192.168.107.168	no
192.168.107.169	no
192.168.107.170	no
192.168.107.171	no
192.168.107.172	no
192.168.107.173	no
192.168.107.174	no
192.168.107.175	no
192.168.107.176	no
192.168.107.177	no
192.168.107.178	no
192.168.107.179	no
192.168.107.180	no
192.168.107.181	no
192.168.107.182	no
192.168.107.183	no
192.168.107.184	no
192.168.107.185	no
192.168.107.186	no
192.168.107.187	no
192.168.107.188	no
192.168.107.189	no
192.168.107.190	no
192.168.107.191	no
192.168.107.192	no
192.168.107.193	no
192.168.107.194	no
192.168.107.195	no
192.168.107.196	no
192.168.107.197	no
192.168.107.198	no
192.168.107.199	no
192.168.107.200	no
192.168.107.201	no
192.168.107.202	no
192.168.107.203	no
192.168.107.204	no
192.168.107.205	no
192.168.107.206	no
192.168.107.207	no
192.168.107.208	no
192.168.107.209	no
192.168.107.210	no
192.168.107.211	no
192.168.107.212	no
192.168.107.213	no
192.168.107.214	no
192.168.107.215	no
192.168.107.216	no
192.168.107.217	no
192.168.107.218	no
192.168.107.219	no
192.168.107.220	no
192.168.107.221	no
192.168.107.222	no
192.168.107.223	no
192.168.107.224	no
192.168.107.225	no
192.168.107.226	no
192.168.107.227	no
192.168.107.228	no
192.168.107.229	no
192.168.107.230	no
192.168.107.231	no
192.168.107.232	no
192.168.107.233	no
192.168.107.234	no
192.168.107.235	no
192.168.107.236	no
192.168.107.237	no
192.168.107.238	no
192.168.107.239	no
192.168.107.240	no
192.168.107.241	no
192.168.107.242	no
192.168.107.243	no
192.168.107.244	no
192.168.107.245	no
192.168.107.246	no
192.168.107.247	no
192.168.107.248	no
192.168.107.249	no
192.168.107.250	no
192.168.107.251	no
192.168.107.252	no
192.168.107.253	no
192.168.107.254	no
192.168.116.1	ok
192.168.116.2	no
192.168.116.3	no
192.168.116.4	no
192.168.116.5	no
192.168.116.6	no
192.168.116.7	no
192.168.116.8	no
192.168.116.9	no
192.168.116.10	no
192.168.116.11	no
192.168.116.12	no
192.168.116.13	no
192.168.116.14	no
192.168.116.15	no
192.168.116.16	no
192.168.116.17	no
192.168.116.18	no
192.168.116.19	no
192.168.116.20	no
192.168.116.21	no
192.168.116.22	no
192.168.116.23	no
192.168.116.24	no
192.168.116.25	no
192.168.116.26	no
192.168.116.27	no
192.168.116.28	no
192.168.116.29	no
192.168.116.30	no
192.168.116.31	ok
192.168.116.32	ok
192.168.116.33	no
192.168.116.34	no
192.168.116.35	no
192.168.116.36	no
192.168.116.37	no
192.168.116.38	ok
192.168.116.39	ok
192.168.116.40	ok
192.168.116.41	no
192.168.116.42	no
192.168.116.43	no
192.168.116.44	ok
192.168.116.45	ok
192.168.116.46	ok
192.168.116.47	ok
192.168.116.48	no
192.168.116.49	ok
192.168.116.50	no
192.168.116.51	no
192.168.116.52	ok
192.168.116.53	ok
192.168.116.54	no
192.168.116.55	no
192.168.116.56	no
192.168.116.57	no
192.168.116.58	no
192.168.116.59	no
192.168.116.60	no
192.168.116.61	no
192.168.116.62	no
192.168.116.63	no
192.168.116.64	ok
192.168.116.65	ok
192.168.116.66	no
192.168.116.67	no
192.168.116.68	no
192.168.116.69	ok
192.168.116.70	ok
192.168.116.71	ok
192.168.116.72	ok
192.168.116.73	no
192.168.116.74	ok
192.168.116.75	no
192.168.116.76	ok
192.168.116.77	no
192.168.116.78	no
192.168.116.79	no
192.168.116.80	ok
192.168.116.81	no
192.168.116.82	ok
192.168.116.83	ok
192.168.116.84	ok
192.168.116.85	no
192.168.116.86	no
192.168.116.87	no
192.168.116.88	no
192.168.116.89	no
192.168.116.90	no
192.168.116.91	no
192.168.116.92	no
192.168.116.93	ok
192.168.116.94	ok
192.168.116.95	no
192.168.116.96	no
192.168.116.97	no
192.168.116.98	no
192.168.116.99	no
192.168.116.100	no
192.168.116.101	no
192.168.116.102	no
192.168.116.103	no
192.168.116.104	no
192.168.116.105	no
192.168.116.106	no
192.168.116.107	no
192.168.116.108	no
192.168.116.109	no
192.168.116.110	no
192.168.116.111	no
192.168.116.112	no
192.168.116.113	no
192.168.116.114	no
192.168.116.115	no
192.168.116.116	no
192.168.116.117	no
192.168.116.118	no
192.168.116.119	no
192.168.116.120	no
192.168.116.121	no
192.168.116.122	ok
192.168.116.123	no
192.168.116.124	no
192.168.116.125	no
192.168.116.126	no
192.168.116.127	no
192.168.116.128	no
192.168.116.129	ok
192.168.116.130	ok
192.168.116.131	ok
192.168.116.132	no
192.168.116.133	ok
192.168.116.134	no
192.168.116.135	no
192.168.116.136	no
192.168.116.137	no
192.168.116.138	ok
192.168.116.139	no
192.168.116.140	no
192.168.116.141	no
192.168.116.142	no
192.168.116.143	ok
192.168.116.144	no
192.168.116.145	no
192.168.116.146	ok
192.168.116.147	no
192.168.116.148	no
192.168.116.149	no
192.168.116.150	no
192.168.116.151	no
192.168.116.152	no
192.168.116.153	ok
192.168.116.154	ok
192.168.116.155	ok
192.168.116.156	ok
192.168.116.157	no
192.168.116.158	no
192.168.116.159	no
192.168.116.160	no
192.168.116.161	no
192.168.116.162	no
192.168.116.163	no
192.168.116.164	no
192.168.116.165	no
192.168.116.166	no
192.168.116.167	no
192.168.116.168	ok
192.168.116.169	ok
192.168.116.170	no
192.168.116.171	no
192.168.116.172	no
192.168.116.173	no
192.168.116.174	no
192.168.116.175	no
192.168.116.176	no
192.168.116.177	no
192.168.116.178	ok
192.168.116.179	ok
192.168.116.180	no
192.168.116.181	no
192.168.116.182	no
192.168.116.183	no
192.168.116.184	no
192.168.116.185	no
192.168.116.186	ok
192.168.116.187	no
192.168.116.188	no
192.168.116.189	ok
192.168.116.190	ok
192.168.116.191	no
192.168.116.192	no
192.168.116.193	ok
192.168.116.194	ok
192.168.116.195	no
192.168.116.196	no
192.168.116.197	no
192.168.116.198	ok
192.168.116.199	no
192.168.116.200	ok
192.168.116.201	no
192.168.116.202	no
192.168.116.203	ok
192.168.116.204	no
192.168.116.205	no
192.168.116.206	ok
192.168.116.207	no
192.168.116.208	ok
192.168.116.209	no
192.168.116.210	ok
192.168.116.211	no
192.168.116.212	no
192.168.116.213	no
192.168.116.214	no
192.168.116.215	no
192.168.116.216	no
192.168.116.217	no
192.168.116.218	no
192.168.116.219	no
192.168.116.220	no
192.168.116.221	no
192.168.116.222	no
192.168.116.223	ok
192.168.116.224	no
192.168.116.225	ok
192.168.116.226	no
192.168.116.227	no
192.168.116.228	no
192.168.116.229	no
192.168.116.230	no
192.168.116.231	no
192.168.116.232	no
192.168.116.233	ok
192.168.116.234	ok
192.168.116.235	no
192.168.116.236	no
192.168.116.237	no
192.168.116.238	no
192.168.116.239	no
192.168.116.240	no
192.168.116.241	no
192.168.116.242	no
192.168.116.243	no
192.168.116.244	no
192.168.116.245	no
192.168.116.246	no
192.168.116.247	ok
192.168.116.248	no
192.168.116.249	no
192.168.116.250	ok
192.168.116.251	ok
192.168.116.252	no
192.168.116.253	no
192.168.116.254	no
192.168.117.1	ok
192.168.117.2	no
192.168.117.3	no
192.168.117.4	ok
192.168.117.5	no
192.168.117.6	no
192.168.117.7	ok
192.168.117.8	no
192.168.117.9	ok
192.168.117.10	no
192.168.117.11	no
192.168.117.12	no
192.168.117.13	no
192.168.117.14	no
192.168.117.15	no
192.168.117.16	no
192.168.117.17	no
192.168.117.18	no
192.168.117.19	no
192.168.117.20	no
192.168.117.21	ok
192.168.117.22	no
192.168.117.23	no
192.168.117.24	ok
192.168.117.25	no
192.168.117.26	no
192.168.117.27	no
192.168.117.28	no
192.168.117.29	no
192.168.117.30	no
192.168.117.31	ok
192.168.117.32	no
192.168.117.33	no
192.168.117.34	no
192.168.117.35	no
192.168.117.36	no
192.168.117.37	no
192.168.117.38	no
192.168.117.39	no
192.168.117.40	no
192.168.117.41	no
192.168.117.42	no
192.168.117.43	no
192.168.117.44	ok
192.168.117.45	no
192.168.117.46	ok
192.168.117.47	ok
192.168.117.48	no
192.168.117.49	ok
192.168.117.50	no
192.168.117.51	no
192.168.117.52	no
192.168.117.53	no
192.168.117.54	no
192.168.117.55	no
192.168.117.56	ok
192.168.117.57	ok
192.168.117.58	ok
192.168.117.59	no
192.168.117.60	no
192.168.117.61	ok
192.168.117.62	no
192.168.117.63	no
192.168.117.64	no
192.168.117.65	ok
192.168.117.66	ok
192.168.117.67	ok
192.168.117.68	no
192.168.117.69	no
192.168.117.70	ok
192.168.117.71	no
192.168.117.72	ok
192.168.117.73	ok
192.168.117.74	no
192.168.117.75	no
192.168.117.76	no
192.168.117.77	no
192.168.117.78	no
192.168.117.79	no
192.168.117.80	no
192.168.117.81	no
192.168.117.82	no
192.168.117.83	no
192.168.117.84	ok
192.168.117.85	no
192.168.117.86	ok
192.168.117.87	no
192.168.117.88	no
192.168.117.89	no
192.168.117.90	no
192.168.117.91	no
192.168.117.92	ok
192.168.117.93	no
192.168.117.94	ok
192.168.117.95	no
192.168.117.96	ok
192.168.117.97	no
192.168.117.98	no
192.168.117.99	no
