192.168.104.1	ok
192.168.104.2	no
192.168.104.3	no
192.168.104.4	no
192.168.104.5	no
192.168.104.6	ok
192.168.104.7	no
192.168.104.8	no
192.168.104.9	no
192.168.104.10	ok
192.168.104.11	ok
192.168.104.12	no
192.168.104.13	no
192.168.104.14	no
192.168.104.15	no
192.168.104.16	no
192.168.104.17	no
192.168.104.18	no
192.168.104.19	no
192.168.104.20	no
192.168.104.21	no
192.168.104.22	ok
192.168.104.23	no
192.168.104.24	no
192.168.104.25	no
192.168.104.26	no
192.168.104.27	no
192.168.104.28	ok
192.168.104.29	ok
192.168.104.30	ok
192.168.104.31	ok
192.168.104.32	no
192.168.104.33	ok
192.168.104.34	ok
192.168.104.35	ok
192.168.104.36	no
192.168.104.37	ok
192.168.104.38	no
192.168.104.39	ok
192.168.104.40	no
192.168.104.41	no
192.168.104.42	no
192.168.104.43	no
192.168.104.44	no
192.168.104.45	no
192.168.104.46	no
192.168.104.47	ok
192.168.104.48	no
192.168.104.49	no
192.168.104.50	ok
192.168.104.51	no
192.168.104.52	ok
192.168.104.53	ok
192.168.104.54	ok
192.168.104.55	no
192.168.104.56	no
192.168.104.57	ok
192.168.104.58	ok
192.168.104.59	no
192.168.104.60	no
192.168.104.61	ok
192.168.104.62	no
192.168.104.63	no
192.168.104.64	no
192.168.104.65	ok
192.168.104.66	no
192.168.104.67	no
192.168.104.68	no
192.168.104.69	ok
192.168.104.70	ok
192.168.104.71	no
192.168.104.72	no
192.168.104.73	ok
192.168.104.74	ok
192.168.104.75	ok
192.168.104.76	ok
192.168.104.77	ok
192.168.104.78	ok
192.168.104.79	no
192.168.104.80	ok
192.168.104.81	ok
192.168.104.82	ok
192.168.104.83	ok
192.168.104.84	no
192.168.104.85	no
192.168.104.86	no
192.168.104.87	ok
192.168.104.88	ok
192.168.104.89	ok
192.168.104.90	no
192.168.104.91	ok
192.168.104.92	ok
192.168.104.93	ok
192.168.104.94	no
192.168.104.95	ok
192.168.104.96	no
192.168.104.97	ok
192.168.104.98	ok
192.168.104.99	ok
192.168.104.100	ok
192.168.104.101	no
192.168.104.102	no
192.168.104.103	ok
192.168.104.104	no
192.168.104.105	no
192.168.104.106	no
192.168.104.107	no
192.168.104.108	no
192.168.104.109	no
192.168.104.110	no
192.168.104.111	no
192.168.104.112	no
192.168.104.113	no
192.168.104.114	no
192.168.104.115	ok
192.168.104.116	ok
192.168.104.117	ok
192.168.104.118	ok
192.168.104.119	ok
192.168.104.120	no
192.168.104.121	no
192.168.104.122	no
192.168.104.123	ok
192.168.104.124	no
192.168.104.125	ok
192.168.104.126	no
192.168.104.127	no
192.168.104.128	no
192.168.104.129	no
192.168.104.130	no
192.168.104.131	ok
192.168.104.132	ok
192.168.104.133	no
192.168.104.134	ok
192.168.104.135	ok
192.168.104.136	ok
192.168.104.137	no
192.168.104.138	ok
192.168.104.139	no
192.168.104.140	ok
192.168.104.141	no
192.168.104.142	no
192.168.104.143	ok
192.168.104.144	no
192.168.104.145	ok
192.168.104.146	no
192.168.104.147	ok
192.168.104.148	no
192.168.104.149	no
192.168.104.150	no
192.168.104.151	no
192.168.104.152	no
192.168.104.153	ok
192.168.104.154	no
192.168.104.155	ok
192.168.104.156	no
192.168.104.157	ok
192.168.104.158	no
192.168.104.159	no
192.168.104.160	no
192.168.104.161	no
192.168.104.162	no
192.168.104.163	ok
192.168.104.164	no
192.168.104.165	no
192.168.104.166	ok
192.168.104.167	no
192.168.104.168	no
192.168.104.169	no
192.168.104.170	no
192.168.104.171	ok
192.168.104.172	ok
192.168.104.173	ok
192.168.104.174	no
192.168.104.175	ok
192.168.104.176	no
192.168.104.177	no
192.168.104.178	no
192.168.104.179	no
192.168.104.180	no
192.168.104.181	no
192.168.104.182	no
192.168.104.183	ok
192.168.104.184	ok
192.168.104.185	ok
192.168.104.186	no
192.168.104.187	ok
192.168.104.188	no
192.168.104.189	ok
192.168.104.190	no
192.168.104.191	no
192.168.104.192	no
192.168.104.193	no
192.168.104.194	no
192.168.104.195	no
192.168.104.196	no
192.168.104.197	no
192.168.104.198	ok
192.168.104.199	ok
192.168.104.200	no
192.168.104.201	no
192.168.104.202	ok
192.168.104.203	no
192.168.104.204	no
192.168.104.205	no
192.168.104.206	no
192.168.104.207	no
192.168.104.208	no
192.168.104.209	no
192.168.104.210	ok
192.168.104.211	no
192.168.104.212	ok
192.168.104.213	ok
192.168.104.214	ok
192.168.104.215	no
192.168.104.216	no
192.168.104.217	no
192.168.104.218	no
192.168.104.219	no
192.168.104.220	no
192.168.104.221	no
192.168.104.222	no
192.168.104.223	no
192.168.104.224	ok
192.168.104.225	no
192.168.104.226	no
192.168.104.227	no
192.168.104.228	no
192.168.104.229	no
192.168.104.230	no
192.168.104.231	ok
192.168.104.232	no
192.168.104.233	no
192.168.104.234	ok
192.168.104.235	no
192.168.104.236	ok
192.168.104.237	ok
192.168.104.238	no
192.168.104.239	no
192.168.104.240	no
192.168.104.241	no
192.168.104.242	no
192.168.104.243	ok
192.168.104.244	ok
192.168.104.245	no
192.168.104.246	no
192.168.104.247	ok
192.168.104.248	ok
192.168.104.249	no
192.168.104.250	no
192.168.104.251	ok
192.168.104.252	no
192.168.104.253	no
192.168.104.254	no
192.168.105.1	no
192.168.105.2	no
192.168.105.3	no
192.168.105.4	ok
192.168.105.5	ok
192.168.105.6	no
192.168.105.7	no
192.168.105.8	no
192.168.105.9	no
192.168.105.10	no
192.168.105.11	no
192.168.105.12	ok
192.168.105.13	no
192.168.105.14	no
192.168.105.15	no
192.168.105.16	no
192.168.105.17	no
192.168.105.18	no
192.168.105.19	ok
192.168.105.20	no
192.168.105.21	no
192.168.105.22	ok
192.168.105.23	no
192.168.105.24	no
192.168.105.25	no
192.168.105.26	ok
192.168.105.27	no
192.168.105.28	no
192.168.105.29	no
192.168.105.30	no
192.168.105.31	no
192.168.105.32	ok
192.168.105.33	ok
192.168.105.34	no
192.168.105.35	no
192.168.105.36	no
192.168.105.37	no
192.168.105.38	no
192.168.105.39	no
192.168.105.40	ok
192.168.105.41	no
192.168.105.42	ok
192.168.105.43	no
192.168.105.44	no
192.168.105.45	no
192.168.105.46	no
192.168.105.47	no
192.168.105.48	no
192.168.105.49	no
192.168.105.50	no
192.168.105.51	ok
192.168.105.52	no
192.168.105.53	no
192.168.105.54	no
192.168.105.55	ok
192.168.105.56	no
192.168.105.57	no
192.168.105.58	ok
192.168.105.59	no
192.168.105.60	no
192.168.105.61	ok
192.168.105.62	ok
192.168.105.63	ok
192.168.105.64	no
192.168.105.65	ok
192.168.105.66	ok
192.168.105.67	ok
192.168.105.68	no
192.168.105.69	ok
192.168.105.70	no
192.168.105.71	ok
192.168.105.72	no
192.168.105.73	no
192.168.105.74	ok
192.168.105.75	no
192.168.105.76	no
192.168.105.77	no
192.168.105.78	ok
192.168.105.79	ok
192.168.105.80	no
192.168.105.81	ok
192.168.105.82	no
192.168.105.83	no
192.168.105.84	ok
192.168.105.85	no
192.168.105.86	no
192.168.105.87	no
192.168.105.88	no
192.168.105.89	no
192.168.105.90	ok
192.168.105.91	no
192.168.105.92	no
192.168.105.93	ok
192.168.105.94	no
192.168.105.95	no
192.168.105.96	no
192.168.105.97	no
192.168.105.98	ok
192.168.105.99	no
192.168.105.100	no
192.168.105.101	ok
192.168.105.102	no
192.168.105.103	no
192.168.105.104	no
192.168.105.105	no
192.168.105.106	no
192.168.105.107	ok
192.168.105.108	ok
192.168.105.109	no
192.168.105.110	no
192.168.105.111	no
192.168.105.112	no
192.168.105.113	no
192.168.105.114	no
192.168.105.115	no
192.168.105.116	no
192.168.105.117	no
192.168.105.118	ok
192.168.105.119	ok
192.168.105.120	no
192.168.105.121	ok
192.168.105.122	no
192.168.105.123	ok
192.168.105.124	no
192.168.105.125	no
192.168.105.126	no
192.168.105.127	ok
192.168.105.128	no
192.168.105.129	no
192.168.105.130	ok
192.168.105.131	ok
192.168.105.132	no
192.168.105.133	ok
192.168.105.134	ok
192.168.105.135	no
192.168.105.136	no
192.168.105.137	no
192.168.105.138	ok
192.168.105.139	ok
192.168.105.140	no
192.168.105.141	no
192.168.105.142	no
192.168.105.143	no
192.168.105.144	no
192.168.105.145	no
192.168.105.146	no
192.168.105.147	ok
192.168.105.148	ok
192.168.105.149	no
192.168.105.150	no
192.168.105.151	no
192.168.105.152	no
192.168.105.153	ok
192.168.105.154	no
192.168.105.155	no
192.168.105.156	no
192.168.105.157	no
192.168.105.158	no
192.168.105.159	no
192.168.105.160	ok
192.168.105.161	no
192.168.105.162	ok
192.168.105.163	no
192.168.105.164	ok
192.168.105.165	no
192.168.105.166	no
192.168.105.167	no
192.168.105.168	ok
192.168.105.169	no
192.168.105.170	ok
192.168.105.171	no
192.168.105.172	no
192.168.105.173	no
192.168.105.174	ok
192.168.105.175	ok
192.168.105.176	no
192.168.105.177	no
192.168.105.178	no
192.168.105.179	ok
192.168.105.180	no
192.168.105.181	no
192.168.105.182	no
192.168.105.183	no
192.168.105.184	ok
192.168.105.185	no
192.168.105.186	no
192.168.105.187	ok
192.168.105.188	ok
192.168.105.189	no
192.168.105.190	no
192.168.105.191	ok
192.168.105.192	ok
192.168.105.193	no
192.168.105.194	no
192.168.105.195	ok
192.168.105.196	no
192.168.105.197	ok
192.168.105.198	ok
192.168.105.199	ok
192.168.105.200	no
192.168.105.201	ok
192.168.105.202	no
192.168.105.203	no
192.168.105.204	no
192.168.105.205	ok
192.168.105.206	no
192.168.105.207	ok
192.168.105.208	no
192.168.105.209	ok
192.168.105.210	no
192.168.105.211	no
192.168.105.212	ok
192.168.105.213	ok
192.168.105.214	no
192.168.105.215	no
192.168.105.216	no
192.168.105.217	no
192.168.105.218	no
192.168.105.219	ok
192.168.105.220	no
192.168.105.221	ok
192.168.105.222	no
192.168.105.223	ok
192.168.105.224	ok
192.168.105.225	ok
192.168.105.226	no
192.168.105.227	no
192.168.105.228	no
192.168.105.229	ok
192.168.105.230	no
192.168.105.231	no
192.168.105.232	no
192.168.105.233	ok
192.168.105.234	no
192.168.105.235	ok
192.168.105.236	no
192.168.105.237	ok
192.168.105.238	no
192.168.105.239	no
192.168.105.240	no
192.168.105.241	ok
192.168.105.242	no
192.168.105.243	ok
192.168.105.244	no
192.168.105.245	no
192.168.105.246	no
192.168.105.247	no
192.168.105.248	no
192.168.105.249	no
192.168.105.250	no
192.168.105.251	no
192.168.105.252	ok
192.168.105.253	ok
192.168.105.254	no
